Location,"Mortality Rate, 2014*"
"Minnehaha County, South Dakota","224.03 (213.05, 234.89)"
"Moody County, South Dakota","263.67 (238.47, 290.68)"
"Oglala Lakota County, South Dakota","364.12 (334.58, 395.16)"
"Pennington County, South Dakota","204.84 (194.38, 215.36)"
"Perkins County, South Dakota","232.03 (210.07, 254.67)"
"Potter County, South Dakota","220.72 (196.78, 246.08)"
"Roberts County, South Dakota","284.91 (263.28, 308.50)"
"Sanborn County, South Dakota","207.11 (185.15, 229.49)"
"Spink County, South Dakota","242.06 (220.60, 267.90)"
"Stanley County, South Dakota","189.40 (167.79, 213.48)"
"Sully County, South Dakota","150.27 (130.54, 172.84)"
"Todd County, South Dakota","347.23 (316.91, 382.05)"
"Tripp County, South Dakota","256.37 (233.25, 280.67)"
"Turner County, South Dakota","262.50 (241.87, 284.38)"
"Union County, South Dakota","213.44 (196.29, 231.32)"
"Walworth County, South Dakota","268.43 (244.38, 294.71)"
"Yankton County, South Dakota","234.79 (219.87, 251.36)"
"Ziebach County, South Dakota","211.88 (183.69, 243.31)"
Tennessee,"307.95 (301.14, 314.66)"
"Anderson County, Tennessee","277.85 (263.73, 292.14)"
"Bedford County, Tennessee","353.31 (331.66, 376.28)"
"Benton County, Tennessee","425.28 (395.77, 453.52)"
"Bledsoe County, Tennessee","334.81 (309.97, 363.21)"
"Blount County, Tennessee","239.43 (227.56, 251.60)"
"Bradley County, Tennessee","326.74 (311.14, 341.75)"
"Campbell County, Tennessee","335.57 (316.14, 353.86)"
"Cannon County, Tennessee","366.48 (340.40, 395.88)"
"Carroll County, Tennessee","444.20 (419.04, 469.83)"
"Carter County, Tennessee","298.07 (280.42, 314.43)"
"Cheatham County, Tennessee","327.08 (306.49, 348.27)"
"Chester County, Tennessee","321.92 (296.06, 348.61)"
"Claiborne County, Tennessee","369.45 (349.38, 390.82)"
"Clay County, Tennessee","375.36 (346.54, 407.71)"
"Cocke County, Tennessee","402.81 (377.17, 426.79)"
"Coffee County, Tennessee","335.03 (316.52, 353.02)"
"Crockett County, Tennessee","441.20 (406.80, 474.71)"
"Cumberland County, Tennessee","252.76 (239.80, 267.43)"
"Davidson County, Tennessee","286.68 (276.46, 296.82)"
"DeKalb County, Tennessee","361.88 (336.40, 385.88)"
"Decatur County, Tennessee","371.78 (344.51, 400.65)"
"Dickson County, Tennessee","340.86 (320.62, 362.00)"
"Dyer County, Tennessee","371.62 (351.30, 393.39)"
"Fayette County, Tennessee","309.18 (288.95, 328.23)"
"Fentress County, Tennessee","392.80 (365.95, 421.54)"
"Franklin County, Tennessee","293.34 (275.65, 311.43)"
"Gibson County, Tennessee","380.72 (359.45, 400.72)"
"Giles County, Tennessee","370.03 (347.20, 393.86)"
"Grainger County, Tennessee","312.70 (293.15, 333.01)"
"Greene County, Tennessee","351.59 (333.98, 370.52)"
"Grundy County, Tennessee","368.07 (339.05, 395.71)"
"Hamblen County, Tennessee","313.19 (296.31, 330.40)"
"Hamilton County, Tennessee","284.24 (273.50, 294.60)"
"Hancock County, Tennessee","388.36 (349.38, 428.55)"
"Hardeman County, Tennessee","343.98 (321.72, 367.62)"
"Hardin County, Tennessee","431.99 (405.42, 457.98)"
"Hawkins County, Tennessee","332.66 (315.01, 350.93)"
"Haywood County, Tennessee","376.12 (350.61, 403.63)"
"Henderson County, Tennessee","434.61 (407.02, 462.12)"
"Henry County, Tennessee","403.06 (381.22, 427.13)"
"Hickman County, Tennessee","299.81 (278.62, 320.61)"
"Houston County, Tennessee","346.55 (315.00, 379.08)"
"Humphreys County, Tennessee","336.85 (313.27, 362.82)"
"Jackson County, Tennessee","387.98 (358.68, 418.89)"
"Jefferson County, Tennessee","293.35 (276.35, 310.77)"
"Johnson County, Tennessee","276.99 (257.53, 297.52)"
"Knox County, Tennessee","273.55 (262.87, 284.76)"
"Lake County, Tennessee","408.63 (370.48, 448.50)"
"Lauderdale County, Tennessee","400.96 (375.80, 427.98)"
"Lawrence County, Tennessee","324.35 (304.01, 344.47)"
"Lewis County, Tennessee","362.88 (337.22, 389.19)"
"Lincoln County, Tennessee","362.46 (341.16, 383.58)"
"Loudon County, Tennessee","242.46 (228.78, 255.94)"
"Macon County, Tennessee","353.88 (329.84, 380.04)"
"Madison County, Tennessee","304.60 (289.40, 320.84)"
"Marion County, Tennessee","328.57 (307.82, 348.64)"
"Marshall County, Tennessee","339.22 (314.98, 361.91)"
"Maury County, Tennessee","275.15 (259.87, 289.50)"
"McMinn County, Tennessee","317.10 (298.74, 334.77)"
"McNairy County, Tennessee","410.99 (384.11, 440.58)"
"Meigs County, Tennessee","349.83 (321.01, 382.28)"
"Monroe County, Tennessee","293.33 (276.58, 310.09)"
"Montgomery County, Tennessee","299.09 (285.05, 312.53)"
"Moore County, Tennessee","248.34 (219.96, 276.52)"
"Morgan County, Tennessee","280.82 (260.06, 301.56)"
"Obion County, Tennessee","354.14 (333.12, 374.53)"
"Overton County, Tennessee","363.26 (337.46, 389.25)"
"Perry County, Tennessee","354.62 (321.99, 389.18)"
"Pickett County, Tennessee","319.07 (284.28, 358.44)"
"Polk County, Tennessee","341.83 (314.50, 369.80)"
"Putnam County, Tennessee","298.29 (281.74, 314.60)"
"Rhea County, Tennessee","319.87 (299.41, 340.64)"
"Roane County, Tennessee","277.21 (261.71, 293.06)"
"Robertson County, Tennessee","379.50 (359.05, 400.62)"
"Rutherford County, Tennessee","280.67 (267.89, 293.44)"
"Scott County, Tennessee","341.72 (317.61, 368.12)"
"Sequatchie County, Tennessee","278.25 (254.70, 303.31)"
"Sevier County, Tennessee","314.23 (297.81, 330.90)"
"Shelby County, Tennessee","315.35 (305.93, 325.09)"
"Smith County, Tennessee","375.69 (346.45, 403.29)"
"Stewart County, Tennessee","369.30 (341.24, 402.75)"
"Sullivan County, Tennessee","304.94 (291.67, 317.99)"
"Sumner County, Tennessee","279.07 (265.78, 292.28)"
"Tipton County, Tennessee","337.31 (317.33, 358.39)"
"Trousdale County, Tennessee","356.93 (323.00, 393.81)"
"Unicoi County, Tennessee","359.91 (336.41, 386.49)"
"Union County, Tennessee","313.24 (288.73, 339.08)"
"Van Buren County, Tennessee","318.45 (281.63, 355.69)"
"Warren County, Tennessee","359.07 (336.51, 379.55)"
"Washington County, Tennessee","312.56 (297.44, 328.85)"
"Wayne County, Tennessee","348.18 (318.82, 376.69)"
"Weakley County, Tennessee","308.38 (288.20, 329.31)"
"White County, Tennessee","357.49 (334.52, 382.23)"
"Williamson County, Tennessee","201.21 (190.21, 212.29)"
"Wilson County, Tennessee","273.81 (259.52, 287.61)"
Texas,"261.10 (254.94, 267.10)"
"Anderson County, Texas","338.81 (320.80, 355.48)"
"Andrews County, Texas","347.86 (320.95, 375.57)"
"Angelina County, Texas","376.73 (358.24, 394.96)"
"Aransas County, Texas","278.03 (261.66, 296.04)"
"Archer County, Texas","240.17 (220.23, 262.36)"
"Armstrong County, Texas","251.79 (224.13, 282.53)"
"Atascosa County, Texas","291.46 (274.49, 307.95)"
"Austin County, Texas","323.88 (303.16, 345.02)"
"Bailey County, Texas","255.93 (232.74, 282.65)"
"Bandera County, Texas","209.41 (195.22, 223.85)"
"Bastrop County, Texas","271.21 (256.49, 286.38)"
"Baylor County, Texas","305.82 (278.95, 334.17)"
"Bee County, Texas","262.93 (246.73, 281.40)"
"Bell County, Texas","263.22 (252.23, 274.17)"
"Bexar County, Texas","259.28 (251.89, 266.14)"
"Blanco County, Texas","258.06 (237.41, 279.16)"
"Borden County, Texas","190.56 (162.22, 221.54)"
"Bosque County, Texas","309.14 (289.13, 329.76)"
"Bowie County, Texas","368.23 (350.45, 386.01)"
"Brazoria County, Texas","274.64 (263.53, 286.08)"
"Brazos County, Texas","250.52 (237.96, 263.79)"
"Brewster County, Texas","208.93 (189.28, 230.23)"
"Briscoe County, Texas","250.95 (221.12, 284.86)"
"Brooks County, Texas","363.21 (332.51, 395.25)"
"Brown County, Texas","347.80 (327.72, 367.50)"
"Burleson County, Texas","283.07 (261.84, 303.49)"
"Burnet County, Texas","220.47 (207.67, 233.28)"
"Caldwell County, Texas","260.23 (244.34, 277.32)"
"Calhoun County, Texas","245.98 (228.78, 263.90)"
"Callahan County, Texas","314.54 (292.39, 337.61)"
"Cameron County, Texas","231.01 (222.52, 240.25)"
"Camp County, Texas","341.72 (317.67, 370.63)"
"Carson County, Texas","279.70 (254.22, 305.46)"
"Cass County, Texas","350.68 (331.09, 373.15)"
"Castro County, Texas","235.28 (214.91, 259.60)"
"Chambers County, Texas","278.10 (259.27, 298.55)"
"Cherokee County, Texas","344.17 (326.51, 362.47)"
"Childress County, Texas","315.07 (289.25, 341.68)"
"Clay County, Texas","319.20 (295.56, 343.47)"
"Cochran County, Texas","294.88 (263.39, 326.42)"
"Coke County, Texas","245.67 (220.53, 273.35)"
"Coleman County, Texas","309.19 (285.92, 331.79)"
"Collin County, Texas","195.35 (186.57, 204.54)"
"Collingsworth County, Texas","297.88 (268.77, 330.95)"
"Colorado County, Texas","315.31 (295.24, 336.23)"
"Comal County, Texas","219.58 (208.75, 232.08)"
"Comanche County, Texas","309.07 (286.79, 332.56)"
"Concho County, Texas","290.92 (258.03, 325.10)"
"Cooke County, Texas","312.00 (292.35, 330.68)"
"Coryell County, Texas","285.81 (268.55, 302.22)"
"Cottle County, Texas","271.64 (241.34, 304.77)"
"Crane County, Texas","347.45 (310.60, 387.88)"
"Crockett County, Texas","278.21 (250.39, 307.15)"
"Crosby County, Texas","310.20 (281.97, 339.66)"
"Culberson County, Texas","243.42 (214.05, 275.58)"
"Dallam County, Texas","398.32 (355.36, 443.06)"
"Dallas County, Texas","264.61 (256.66, 272.57)"
"Dawson County, Texas","257.96 (238.09, 277.51)"
"DeWitt County, Texas","314.27 (294.12, 334.01)"
"Deaf Smith County, Texas","252.37 (232.26, 272.21)"
"Delta County, Texas","332.81 (304.04, 363.55)"
"Denton County, Texas","211.46 (202.83, 220.17)"
"Dickens County, Texas","273.10 (244.17, 303.32)"
"Dimmit County, Texas","279.03 (254.67, 303.78)"
"Donley County, Texas","295.88 (269.39, 324.90)"
"Duval County, Texas","301.73 (278.84, 323.80)"
"Eastland County, Texas","335.89 (316.01, 356.89)"
"Ector County, Texas","370.02 (354.37, 386.37)"
"Edwards County, Texas","204.00 (180.25, 230.08)"
"El Paso County, Texas","216.27 (208.45, 223.96)"
"Ellis County, Texas","271.99 (256.54, 286.23)"
"Erath County, Texas","277.05 (257.38, 296.68)"
"Falls County, Texas","358.98 (335.48, 383.31)"
"Fannin County, Texas","370.90 (349.45, 392.67)"
"Fayette County, Texas","296.12 (278.70, 313.79)"
"Fisher County, Texas","307.83 (280.75, 337.54)"
"Floyd County, Texas","271.65 (247.75, 297.75)"
"Foard County, Texas","325.10 (286.63, 366.92)"
"Fort Bend County, Texas","203.96 (195.22, 212.45)"
"Franklin County, Texas","278.96 (256.82, 300.24)"
"Freestone County, Texas","316.56 (295.94, 338.24)"
"Frio County, Texas","303.05 (280.27, 327.06)"
"Gaines County, Texas","290.52 (267.41, 313.29)"
"Galveston County, Texas","264.69 (253.82, 276.03)"
"Garza County, Texas","304.42 (278.57, 333.34)"
"Gillespie County, Texas","206.02 (192.64, 218.87)"
"Glasscock County, Texas","211.65 (181.38, 246.04)"
"Goliad County, Texas","221.89 (202.26, 242.80)"
"Gonzales County, Texas","272.24 (251.62, 291.69)"
"Gray County, Texas","310.15 (291.09, 330.86)"
"Grayson County, Texas","296.95 (283.05, 311.12)"
"Gregg County, Texas","317.65 (303.41, 331.90)"
"Grimes County, Texas","340.35 (319.19, 361.07)"
"Guadalupe County, Texas","243.59 (231.27, 256.56)"
"Hale County, Texas","258.57 (240.65, 275.93)"
"Hall County, Texas","329.16 (296.60, 363.33)"
"Hamilton County, Texas","326.49 (303.13, 351.63)"
"Hansford County, Texas","296.58 (270.42, 325.77)"
"Hardeman County, Texas","264.17 (236.96, 292.45)"
"Hardin County, Texas","312.84 (295.36, 329.39)"
"Harris County, Texas","250.16 (243.33, 256.62)"
"Harrison County, Texas","305.08 (289.03, 321.36)"
"Hartley County, Texas","198.75 (178.22, 220.66)"
"Haskell County, Texas","338.29 (311.27, 365.52)"
"Hays County, Texas","210.05 (199.10, 221.67)"
"Hemphill County, Texas","277.59 (246.77, 310.84)"
"Henderson County, Texas","347.70 (332.19, 364.43)"
"Hidalgo County, Texas","218.09 (210.58, 225.61)"
"Hill County, Texas","287.66 (270.25, 303.59)"
"Hockley County, Texas","286.78 (267.15, 306.88)"
"Hood County, Texas","251.31 (238.03, 264.37)"
"Hopkins County, Texas","308.70 (289.83, 328.74)"
"Houston County, Texas","319.19 (298.41, 339.49)"
"Howard County, Texas","350.92 (330.26, 373.09)"
"Hudspeth County, Texas","190.52 (165.73, 217.06)"
"Hunt County, Texas","336.84 (320.61, 353.42)"
"Hutchinson County, Texas","329.44 (308.24, 350.56)"
"Irion County, Texas","204.18 (174.00, 235.37)"
"Jack County, Texas","309.74 (284.44, 334.93)"
"Jackson County, Texas","289.87 (268.88, 310.54)"
"Jasper County, Texas","343.42 (323.85, 364.03)"
"Jeff Davis County, Texas","188.68 (167.45, 213.73)"
"Jefferson County, Texas","329.81 (317.26, 342.72)"
"Jim Hogg County, Texas","312.68 (280.37, 343.92)"
"Jim Wells County, Texas","332.28 (313.61, 352.36)"
"Johnson County, Texas","316.81 (301.19, 331.47)"
"Jones County, Texas","329.24 (306.84, 352.37)"
"Karnes County, Texas","314.43 (291.74, 338.41)"
"Kaufman County, Texas","324.78 (308.36, 342.16)"
"Kendall County, Texas","236.05 (221.21, 251.73)"
"Kenedy County, Texas","322.62 (266.02, 391.09)"
"Kent County, Texas","313.72 (273.84, 356.41)"
"Kerr County, Texas","224.70 (212.17, 237.59)"
"Kimble County, Texas","304.95 (277.07, 334.23)"
"King County, Texas","281.19 (231.21, 335.55)"
"Kinney County, Texas","212.97 (189.79, 237.59)"
"Kleberg County, Texas","321.33 (299.79, 344.71)"
"Knox County, Texas","283.70 (256.27, 314.39)"
"La Salle County, Texas","329.75 (299.82, 364.03)"
"Lamar County, Texas","343.51 (324.56, 362.78)"
"Lamb County, Texas","282.68 (260.56, 303.69)"
"Lampasas County, Texas","267.96 (249.24, 287.13)"
"Lavaca County, Texas","286.68 (267.91, 305.11)"
"Lee County, Texas","287.32 (267.69, 309.07)"
"Leon County, Texas","288.16 (268.83, 308.37)"
"Liberty County, Texas","379.98 (359.84, 399.51)"
"Limestone County, Texas","340.70 (318.26, 361.88)"
"Lipscomb County, Texas","283.81 (251.65, 317.74)"
"Live Oak County, Texas","224.04 (207.02, 242.16)"
"Llano County, Texas","203.58 (190.39, 216.79)"
"Loving County, Texas","404.69 (313.93, 522.27)"
"Lubbock County, Texas","276.02 (265.05, 287.73)"
"Lynn County, Texas","302.79 (275.98, 330.97)"
"Madison County, Texas","338.12 (312.05, 365.64)"
"Marion County, Texas","327.22 (301.74, 352.20)"
"Martin County, Texas","342.23 (308.03, 380.14)"
"Mason County, Texas","214.76 (193.69, 238.13)"
"Matagorda County, Texas","298.81 (282.15, 318.13)"
"Maverick County, Texas","242.05 (227.87, 256.66)"
"McCulloch County, Texas","325.71 (300.27, 354.63)"
"McLennan County, Texas","272.66 (261.69, 283.55)"
"McMullen County, Texas","243.45 (208.86, 279.79)"
"Medina County, Texas","273.84 (256.92, 291.14)"
"Menard County, Texas","316.29 (282.37, 350.24)"
"Midland County, Texas","257.03 (245.10, 269.47)"
"Milam County, Texas","275.16 (256.52, 294.45)"
"Mills County, Texas","239.64 (216.63, 265.60)"
"Mitchell County, Texas","347.28 (319.26, 376.65)"
"Montague County, Texas","385.36 (361.15, 411.44)"
"Montgomery County, Texas","254.96 (244.44, 265.74)"
"Moore County, Texas","256.13 (237.39, 276.04)"
"Morris County, Texas","354.69 (330.17, 381.38)"
"Motley County, Texas","304.42 (262.92, 346.50)"
"Nacogdoches County, Texas","316.38 (299.46, 334.77)"
"Navarro County, Texas","303.28 (286.99, 320.07)"
"Newton County, Texas","370.59 (342.60, 399.11)"
"Nolan County, Texas","368.42 (345.13, 394.29)"
"Nueces County, Texas","240.00 (230.32, 249.99)"
"Ochiltree County, Texas","347.15 (316.54, 379.95)"
"Oldham County, Texas","258.85 (227.61, 293.20)"
"Orange County, Texas","363.97 (345.11, 382.06)"
"Palo Pinto County, Texas","359.39 (338.67, 380.26)"
"Panola County, Texas","281.78 (262.53, 301.53)"
"Parker County, Texas","278.56 (265.20, 293.78)"
"Parmer County, Texas","268.19 (242.40, 295.03)"
"Pecos County, Texas","259.76 (239.66, 280.60)"
"Polk County, Texas","378.50 (358.95, 398.33)"
"Potter County, Texas","341.94 (326.40, 359.37)"
"Presidio County, Texas","154.99 (137.43, 172.45)"
"Rains County, Texas","304.09 (280.55, 329.55)"
"Randall County, Texas","229.96 (218.86, 241.49)"
"Reagan County, Texas","345.72 (307.55, 385.98)"
"Real County, Texas","315.46 (281.59, 354.46)"
"Red River County, Texas","391.89 (367.17, 418.58)"
"Reeves County, Texas","282.53 (261.19, 307.12)"
"Refugio County, Texas","294.88 (270.85, 320.14)"
"Roberts County, Texas","326.24 (282.21, 373.73)"
"Robertson County, Texas","330.36 (309.34, 352.90)"
"Rockwall County, Texas","253.37 (237.97, 270.06)"
"Runnels County, Texas","282.01 (260.36, 304.97)"
"Rusk County, Texas","332.49 (313.43, 350.01)"
"Sabine County, Texas","346.60 (321.47, 373.89)"
"San Augustine County, Texas","306.74 (281.35, 334.86)"
"San Jacinto County, Texas","295.07 (275.76, 314.22)"
"San Patricio County, Texas","269.96 (255.43, 284.62)"
"San Saba County, Texas","256.84 (234.44, 280.64)"
"Schleicher County, Texas","233.07 (206.74, 258.44)"
"Scurry County, Texas","250.16 (231.05, 268.17)"
"Shackelford County, Texas","312.74 (282.24, 345.07)"
"Shelby County, Texas","378.86 (353.85, 404.07)"
"Sherman County, Texas","278.03 (247.04, 314.44)"
"Smith County, Texas","301.25 (289.82, 313.65)"
"Somervell County, Texas","234.24 (212.07, 255.84)"
"Starr County, Texas","281.72 (265.62, 299.00)"
"Stephens County, Texas","306.64 (283.68, 331.86)"
"Sterling County, Texas","263.56 (227.14, 302.70)"
"Stonewall County, Texas","294.80 (263.66, 327.00)"
"Sutton County, Texas","276.13 (247.31, 307.17)"
"Swisher County, Texas","260.13 (238.28, 284.85)"
"Tarrant County, Texas","257.10 (248.87, 265.77)"
"Taylor County, Texas","303.47 (289.26, 318.19)"
"Terrell County, Texas","270.02 (232.86, 311.63)"
"Terry County, Texas","339.56 (313.78, 368.89)"
"Throckmorton County, Texas","264.36 (232.52, 295.80)"
"Titus County, Texas","294.62 (275.69, 314.47)"
"Tom Green County, Texas","256.74 (243.85, 269.91)"
"Travis County, Texas","195.20 (187.87, 203.04)"
"Trinity County, Texas","325.83 (304.08, 347.24)"
"Tyler County, Texas","334.83 (312.73, 356.87)"
"Upshur County, Texas","342.47 (322.15, 361.77)"
"Upton County, Texas","341.26 (305.76, 380.02)"
"Uvalde County, Texas","248.40 (233.00, 265.25)"
"Val Verde County, Texas","239.33 (224.79, 253.98)"
"Van Zandt County, Texas","338.95 (320.46, 357.73)"
"Victoria County, Texas","257.01 (243.22, 271.74)"
"Walker County, Texas","278.60 (263.28, 294.24)"
"Waller County, Texas","305.73 (287.18, 324.37)"
"Ward County, Texas","316.15 (292.02, 340.41)"
"Washington County, Texas","258.65 (243.45, 275.63)"
"Webb County, Texas","254.14 (242.47, 265.54)"
"Wharton County, Texas","283.66 (267.05, 298.92)"
"Wheeler County, Texas","305.06 (277.95, 336.00)"
"Wichita County, Texas","325.65 (310.91, 341.26)"
"Wilbarger County, Texas","380.38 (354.25, 406.84)"
"Willacy County, Texas","214.87 (199.77, 231.71)"
"Williamson County, Texas","181.70 (173.72, 190.00)"
"Wilson County, Texas","260.06 (243.29, 278.21)"
"Winkler County, Texas","377.66 (341.99, 412.60)"
"Wise County, Texas","325.43 (307.82, 343.82)"
"Wood County, Texas","316.25 (297.97, 333.71)"
"Yoakum County, Texas","243.03 (220.80, 266.96)"
"Young County, Texas","322.87 (300.57, 346.51)"
"Zapata County, Texas","267.04 (243.14, 293.29)"
"Zavala County, Texas","285.92 (260.94, 312.19)"
Utah,"228.50 (222.02, 235.41)"
"Beaver County, Utah","292.47 (265.27, 323.03)"
"Box Elder County, Utah","252.45 (235.48, 268.34)"
"Cache County, Utah","190.07 (178.32, 201.55)"
"Carbon County, Utah","318.74 (296.68, 341.21)"
"Daggett County, Utah","155.58 (131.30, 183.65)"
"Davis County, Utah","227.25 (215.97, 238.22)"
"Duchesne County, Utah","257.66 (236.68, 278.54)"
"Emery County, Utah","262.17 (241.24, 285.35)"
"Garfield County, Utah","231.03 (207.30, 255.10)"
"Grand County, Utah","219.62 (200.78, 240.63)"
"Iron County, Utah","248.59 (231.60, 265.65)"
"Juab County, Utah","278.87 (252.42, 306.79)"
"Kane County, Utah","252.09 (228.20, 275.99)"
"Millard County, Utah","249.26 (228.53, 271.00)"
"Morgan County, Utah","200.71 (179.21, 222.71)"
"Piute County, Utah","275.42 (239.21, 315.87)"
"Rich County, Utah","186.91 (163.15, 211.89)"
"Salt Lake County, Utah","232.47 (223.88, 241.29)"
"San Juan County, Utah","175.45 (161.98, 190.59)"
"Sanpete County, Utah","254.35 (237.22, 272.39)"
"Sevier County, Utah","285.45 (265.52, 306.95)"
"Summit County, Utah","196.17 (179.98, 212.18)"
"Tooele County, Utah","235.84 (220.78, 251.45)"
"Uintah County, Utah","226.52 (210.93, 243.29)"
"Utah County, Utah","237.41 (227.27, 248.13)"
"Wasatch County, Utah","224.95 (205.85, 246.13)"
"Washington County, Utah","174.13 (165.09, 183.80)"
"Wayne County, Utah","253.86 (224.12, 285.28)"
"Weber County, Utah","245.65 (234.08, 258.23)"
Vermont,"217.40 (210.89, 224.32)"
"Addison County, Vermont","207.08 (193.41, 220.95)"
"Bennington County, Vermont","219.15 (206.11, 233.51)"
"Caledonia County, Vermont","222.92 (208.01, 238.48)"
"Chittenden County, Vermont","188.21 (179.45, 198.22)"
"Essex County, Vermont","197.30 (177.79, 218.31)"
"Franklin County, Vermont","239.11 (224.87, 254.47)"
"Grand Isle County, Vermont","224.98 (197.84, 255.08)"
"Lamoille County, Vermont","215.62 (199.82, 233.13)"
"Orange County, Vermont","234.31 (217.55, 251.24)"
"Orleans County, Vermont","235.37 (218.65, 252.60)"
"Rutland County, Vermont","254.74 (240.97, 269.30)"
"Washington County, Vermont","222.70 (209.16, 236.86)"
"Windham County, Vermont","214.84 (202.49, 227.50)"
"Windsor County, Vermont","211.86 (199.98, 224.25)"
Virginia,"240.84 (235.04, 246.73)"
"Accomack County, Virginia","272.88 (256.88, 289.41)"
"Albemarle County, Virginia","188.34 (178.13, 198.52)"
"Alexandria City, Virginia","198.46 (187.49, 209.07)"
"Alleghany County, Virginia","328.00 (305.07, 352.05)"
"Amelia County, Virginia","278.56 (255.49, 301.75)"
"Amherst County, Virginia","256.36 (241.70, 272.40)"
"Appomattox County, Virginia","307.98 (285.98, 331.14)"
"Arlington County, Virginia","175.59 (165.98, 184.68)"
"Augusta County, Virginia","245.50 (233.95, 257.33)"
"Bath County, Virginia","323.48 (294.22, 352.99)"
"Bedford County, Virginia","238.94 (226.05, 253.18)"
"Bland County, Virginia","316.50 (289.32, 347.39)"
"Botetourt County, Virginia","270.25 (252.78, 288.07)"
"Bristol City, Virginia","340.87 (316.99, 365.86)"
"Brunswick County, Virginia","383.61 (356.43, 409.93)"
"Buchanan County, Virginia","344.55 (323.16, 367.91)"
"Buckingham County, Virginia","284.00 (262.20, 306.29)"
"Buena Vista City, Virginia","219.95 (205.97, 233.68)"
"Campbell County, Virginia","244.45 (231.06, 258.59)"
"Caroline County, Virginia","265.16 (247.34, 284.67)"
"Carroll County, Virginia","276.67 (258.85, 294.27)"
"Charles City County, Virginia","265.07 (241.15, 288.25)"
"Charlotte County, Virginia","317.40 (293.08, 340.69)"
"Charlottesville City, Virginia","188.34 (178.13, 198.52)"
"Chesapeake City, Virginia","253.61 (242.57, 264.93)"
"Chesterfield County, Virginia","220.16 (211.02, 230.10)"
"Clarke County, Virginia","232.53 (213.53, 251.30)"
"Colonial Heights City, Virginia","264.36 (244.90, 286.48)"
"Covington City, Virginia","330.95 (294.59, 370.66)"
"Craig County, Virginia","270.64 (244.20, 296.80)"
"Culpeper County, Virginia","267.68 (251.95, 286.40)"
"Cumberland County, Virginia","247.28 (225.49, 270.98)"
"Danville City, Virginia","321.71 (307.34, 336.60)"
"Dickenson County, Virginia","311.01 (287.23, 335.49)"
"Dinwiddie County, Virginia","284.68 (266.20, 302.59)"
"Emporia City, Virginia","395.39 (365.92, 423.17)"
"Essex County, Virginia","275.33 (253.71, 299.11)"
"Fairfax City, Virginia","157.75 (151.39, 164.22)"
"Fairfax County, Virginia","157.75 (151.39, 164.22)"
"Falls Church City, Virginia","166.30 (147.65, 184.77)"
"Fauquier County, Virginia","224.72 (212.63, 237.62)"
"Floyd County, Virginia","253.99 (233.31, 273.65)"
"Fluvanna County, Virginia","211.12 (195.83, 227.60)"
"Franklin City, Virginia","323.97 (301.73, 347.01)"
"Franklin County, Virginia","259.11 (244.42, 273.63)"
"Frederick County, Virginia","205.21 (193.51, 217.82)"
"Fredericksburg City, Virginia","231.91 (220.09, 242.91)"
"Galax City, Virginia","322.68 (289.22, 355.02)"
"Giles County, Virginia","318.50 (296.08, 340.45)"
"Gloucester County, Virginia","259.06 (243.25, 275.24)"
"Goochland County, Virginia","222.80 (205.46, 241.66)"
"Grayson County, Virginia","271.96 (253.46, 290.04)"
"Greene County, Virginia","208.20 (191.29, 225.69)"
"Greensville County, Virginia","395.39 (365.92, 423.17)"
"Halifax County, Virginia","304.62 (286.20, 322.89)"
"Hampton City, Virginia","292.37 (278.73, 305.47)"
"Hanover County, Virginia","240.47 (228.22, 253.47)"
"Harrisonburg City, Virginia","208.71 (198.43, 219.33)"
"Henrico County, Virginia","230.29 (220.41, 240.12)"
"Henry County, Virginia","318.16 (301.84, 334.28)"
"Highland County, Virginia","221.22 (191.81, 251.35)"
"Hopewell City, Virginia","358.35 (333.86, 383.82)"
"Isle of Wight County, Virginia","262.41 (245.83, 280.54)"
"James City County, Virginia","184.67 (174.71, 195.11)"
"King George County, Virginia","222.62 (206.63, 239.17)"
"King William County, Virginia","288.51 (262.86, 314.04)"
"King and Queen County, Virginia","266.68 (244.67, 288.30)"
"Lancaster County, Virginia","255.52 (237.13, 274.44)"
"Lee County, Virginia","354.37 (331.80, 376.29)"
"Lexington City, Virginia","234.38 (207.57, 266.36)"
"Loudoun County, Virginia","166.98 (158.42, 175.44)"
"Louisa County, Virginia","247.79 (232.30, 264.09)"
"Lunenburg County, Virginia","317.61 (293.98, 342.79)"
"Lynchburg City, Virginia","283.59 (268.32, 298.71)"
"Madison County, Virginia","232.20 (213.39, 252.61)"
"Manassas City, Virginia","194.59 (185.70, 203.25)"
"Manassas Park City, Virginia","194.59 (185.70, 203.25)"
"Martinsville City, Virginia","398.74 (366.80, 430.53)"
"Mathews County, Virginia","266.76 (246.85, 288.38)"
"Mecklenburg County, Virginia","333.18 (314.56, 351.51)"
"Middlesex County, Virginia","246.12 (227.34, 265.37)"
"Montgomery County, Virginia","253.69 (240.05, 267.41)"
"Nelson County, Virginia","263.22 (242.83, 283.36)"
"New Kent County, Virginia","245.84 (226.79, 266.59)"
"Newport News City, Virginia","247.00 (236.25, 258.05)"
"Norfolk City, Virginia","312.85 (299.37, 325.79)"
"Northampton County, Virginia","272.90 (253.28, 292.17)"
"Northumberland County, Virginia","228.30 (212.41, 244.99)"
"Norton City, Virginia","288.61 (246.93, 330.66)"
"Nottoway County, Virginia","348.58 (324.09, 372.91)"
